"g0","td","w2","chl","sam","time.react"
9.07189958034204,0.000860884389002478,17.7095938312347,"Ac","1","0us"
9.37211016399633,0.000885697531980518,25.2602270816032,"Ac","2","0us"
9.72685635160257,0.000871798230824726,25.7920245911239,"Ac","3","0us"
9.72111699306156,0.000924973262498233,29.8125985921335,"Ac","4","0us"
9.73192574730847,0.000877468419946309,16.971462732604,"Ac","5","0us"
3.49976799478745,0.000865075444585488,16.6424904223413,"Dr","1","0us"
3.62887684711299,0.00088415505228441,25.4302225244597,"Dr","2","0us"
3.77414956361248,0.000863630097597403,28.9041479045167,"Dr","3","0us"
3.77366524582399,0.000916546062432699,33.4092670413105,"Dr","4","0us"
3.80359634220428,0.000886845903600792,16.110150235625,"Dr","5","0us"
6.14529795697222,0.000862093061886522,17.3640760331531,"Tt","1","0us"
6.35855705408552,0.00088482919487641,25.3357647733568,"Tt","2","0us"
6.60814216781622,0.000869847453378437,26.5589310342203,"Tt","3","0us"
6.60963354122273,0.000921658215071117,31.0723393858285,"Tt","4","0us"
6.63992322135641,0.000880324940614557,16.6991164250025,"Tt","5","0us"
